BENCHMARK,ITERATION_1,ITERATION_2,ITERATION_3,ITERATION_4,ITERATION_5,ITERATION_6,ITERATION_7,ITERATION_8,ITERATION_9,ITERATION_10,ITERATION_11,ITERATION_12,ITERATION_13,ITERATION_14,ITERATION_15,ITERATION_16,ITERATION_17,ITERATION_18,ITERATION_19,ITERATION_20,ITERATION_21,ITERATION_22,ITERATION_23,ITERATION_24,ITERATION_25,ITERATION_26,ITERATION_27,ITERATION_28,ITERATION_29,ITERATION_30,RSD
zipkin2.EndpointTest._Benchmark.benchmark_newBuilderWithPort_highest,1631703.324,1640068.452,1631721.988,1632049.421,1637800.674,1646686.311,1631235.657,1632418.291,1630524.529,1643179.571,1641430.101,1642449.512,1636060.948,1635241.058,1631930.648,1636855.625,1638675.199,1632324.669,1632215.944,1636027.346,1638686.141,1642353.835,1639784.328,1619469.553,1638097.041,1641360.347,1642598.805,1630770.324,1629061.122,1628711.94,0.352732358
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_minimum_JSON_V1,1075223.263,1074409.49,1073901.747,1079819.552,1079901.87,1074705.553,1068421.579,1076140.56,1072268.357,1070259.046,1074680.862,1071995.375,1079918.966,1076338.164,1078012.508,1071352.889,1067697.002,1074663.355,1069555.37,1068631.906,1076095.923,1067894.65,1079263.837,1074176.746,1077800.436,1075939.448,1069898.383,1064913.779,1072966.848,1067947.393,0.385787154
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_empty,1722085.103,1737408.963,1734350.427,1724333.168,1726371.952,1729136.246,1715479.512,1720468.224,1722120.581,1730995.623,1725815.67,1734310.52,1735806.438,1729690.916,1727113.676,1723263.625,1724655.113,1730242.829,1720961.237,1739516.974,1732060.674,1722729.455,1737026.345,1733811.694,1719982.154,1739752.531,1731458.271,1737018.708,1727643.704,1723512.969,0.376987315
zipkin2.internal.SpanNodeTest._Benchmark.benchmark_constructsTraceTree_sharedId,362317.2854,363040.2333,363147.0526,363642.3554,365270.2586,362283.8523,364987.8943,364884.1736,361679.7424,363785.7121,363612.6659,363647.0862,364593.4631,363439.624,364000.8069,364090.4001,364138.0618,363997.7184,362540.5263,364519.0993,361901.3887,364359.5141,364012.3296,364609.0137,365141.0407,363745.3992,363262.5501,360887.6647,363068.786,365033.8109,0.300284071
zipkin2.EndpointTest._Benchmark.benchmark_coercesZeroPortToNull,1609998.066,1617507.655,1618869.308,1624833.497,1623743.568,1614626.328,1621236.683,1621982.125,1628523.339,1624115.978,1625966.946,1621628.22,1617082.565,1621033.335,1628118.962,1628699.026,1622212.857,1624752.631,1629640.94,1611361.602,1628722.572,1627924.102,1618622.128,1624410.36,1625251.159,1614835.829,1626287.043,1623703.457,1616317.224,1624040.971,0.324883965
zipkin2.SpanTest._Benchmark.benchmark_parentIdFromLong_zeroSameAsNull,1096900.244,1104524.526,1101497.15,1105806.195,1099684.996,1101563.42,1101055.594,1096231.301,1095406.022,1099447.531,1102465.02,1098766.904,1094555.284,1097569.41,1096610.595,1098067.01,1094576.08,1104665.439,1101214.261,1098052.063,1101757.899,1097347.733,1096159.842,1102479.03,1102179.626,1103739.67,1097363.665,1099766.566,1097328.074,1104233.734,0.292114251
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLong_bytes,1527379.546,1533427.098,1530360.255,1532891.667,1538744.55,1530568.094,1545949.817,1544449.676,1536675.805,1539436.704,1531246.36,1530515.081,1544210.1,1526804.538,1529289.416,1543069.547,1542678.452,1540976.684,1533617.681,1542585.372,1534080.023,1530878.267,1532691.03,1530794.773,1531083.79,1540696.21,1533569.086,1539520.481,1536706.117,1534124.112,0.361289483
zipkin2.v1.SpanConverterTest._Benchmark.benchmark_redundantServiceNameOnAddressAnnotations_serverRetainsClientSocket,702538.8445,701854.0281,702059.9729,698368.8808,700147.9574,703493.9192,701591.8876,704892.4896,703906.2831,704591.6976,703273.8172,702100.8161,704598.5747,701481.6369,706050.1858,701427.8533,701548.1628,701348.222,703576.7182,703987.26,699157.8434,706514.5474,699607.4068,706962.0104,703057.6275,704595.0033,702511.3234,705158.4735,706445.861,706506.4475,0.323868065
zipkin2.storage.QueryRequestTest._Benchmark.benchmark_test_rootSpanNotFirst,744457.9203,745539.3468,744807.2976,742950.1057,744129.3257,746946.8335,743034.7859,743578.3431,741005.9038,746524.6261,742408.3868,741170.6803,744009.4188,740936.9615,742885.3233,744669.4062,745605.8313,740191.257,740917.8479,743213.9894,740791.5047,744437.7083,742736.1989,747024.9402,746461.2289,745433.6939,740720.4549,741561.6368,744155.7459,747651.347,0.289416674
zipkin2.SpanTest._Benchmark.benchmark_normalizeTraceId_padsTo64,1173542.938,1174917.666,1176933.276,1177321.454,1180878.448,1183311.877,1181402.261,1184258.273,1178448.206,1177464.636,1181373.3,1186217.596,1182517.187,1176469.209,1179020.619,1187594.41,1181225.726,1182295.461,1179692.981,1185069.072,1183257.669,1183528.097,1180048.439,1177615.921,1180676.738,1187715.028,1183685.422,1179565.522,1186112.469,1182512.075,0.307040235
